Date,Nom_Client,Prenom_Client,Email_Client,Produit,Region,Type_Client,Quantité,Prix_Unitaire,Coût_Unitaire,Bonus_%,Heure_d'achat
2026-03-06,Traore,Omar,omar.traore624@example.sn,Smartphone,Thies,Premium,2,225,744,0%,34709
2026-12-21,Ndiaye,Awa,awa.ndiaye625@example.sn,Laptop,Dakar,Premium,10,560,315,0%,55389
2026-08-20,Ndiaye,Fatou,fatou.ndiaye429@example.sn,Casque,Saint-Louis,Standard,5,1225,906,0%,77876
2026-11-24,Ndiaye,Seydou,seydou.ndiaye812@example.sn,Laptop,Matam,Standard,1,770,105,0%,66729
2026-02-21,Gaye,Khadija,khadija.gaye76@example.sn,Casque,Louga,Standard,13,442,279,0%,9247
2026-09-20,Ndiaye,Seydou,seydou.ndiaye627@example.sn,Souris,Thies,VIP,12,294,107,0%,18405
2026-09-24,Cisse,Omar,omar.cisse257@example.sn,Ecran,Matam,Standard,10,1195,796,0%,46058
2026-12-25,Cisse,Awa,awa.cisse869@example.sn,Clavier,Ziguinchor,Standard,3,1241,914,0%,44149
2026-11-13,Traore,Ibrahima,ibrahima.traore216@example.sn,Imprimante,Kaolack,VIP,15,985,926,0%,7073
2026-11-20,Traore,Omar,omar.traore214@example.sn,Ecran,Dakar,VIP,5,179,1047,0%,6026
2026-06-03,Dramé,Penda,penda.dramé328@example.sn,Clavier,Dakar,Standard,19,634,1162,0%,2285
2026-12-24,Diallo,Penda,penda.diallo92@example.sn,Clavier,Kaolack,Standard,19,658,869,0%,50823
2026-05-20,Cisse,Fatou,fatou.cisse433@example.sn,Ecran,Kolda,VIP,13,1092,567,0%,74190
2026-02-20,Cisse,Omar,omar.cisse91@example.sn,Souris,Tambacounda,Premium,8,722,718,0%,74093
2026-04-27,Gaye,Mariama,mariama.gaye808@example.sn,Ecran,Tambacounda,Premium,8,553,457,5%,1213
2026-02-15,Cisse,Penda,penda.cisse558@example.sn,Smartphone,Louga,Standard,6,798,584,0%,57200
2026-11-05,Cisse,Amadou,amadou.cisse734@example.sn,Casque,Dakar,Premium,9,591,78,0%,35228
2026-03-29,Dramé,Ibrahima,ibrahima.dramé496@example.sn,Smartphone,Matam,Standard,14,1048,209,10%,47048
2026-07-27,Fall,Amadou,amadou.fall142@example.sn,Imprimante,Kolda,Standard,5,1190,356,0%,69907
2026-09-26,Dramé,Khadija,khadija.dramé124@example.sn,Casque,Thies,Standard,16,1263,701,0%,33068
2026-03-30,Fall,Fatou,fatou.fall386@example.sn,Imprimante,Louga,Standard,14,947,142,0%,6524
2026-04-28,Dramé,Khadija,khadija.dramé986@example.sn,Imprimante,Fatick,Standard,10,52,559,0%,50793
2026-02-23,Cisse,Khadija,khadija.cisse220@example.sn,Laptop,Dakar,Standard,17,951,1176,0%,28223
2026-04-26,Dramé,Penda,penda.dramé141@example.sn,Imprimante,Ziguinchor,Standard,16,1406,211,0%,54858
2026-04-28,Cisse,Omar,omar.cisse383@example.sn,Clavier,Ziguinchor,Standard,17,1413,526,0%,8417
2026-09-17,Cisse,Moussa,moussa.cisse163@example.sn,Clavier,Saint-Louis,VIP,16,209,625,5%,1884
2026-03-16,Traore,Penda,penda.traore929@example.sn,Casque,Thies,Standard,10,944,712,10%,48152
2026-11-01,Diop,Seydou,seydou.diop432@example.sn,Smartphone,Dakar,Standard,18,877,710,0%,2551
2026-01-07,Fall,Moussa,moussa.fall961@example.sn,Smartphone,Louga,Standard,6,1488,933,0%,17098
2026-05-02,Ba,Omar,omar.ba959@example.sn,Tablette,Fatick,Premium,17,1338,840,0%,39425
2026-01-11,Diallo,Khadija,khadija.diallo815@example.sn,Clavier,Thies,Standard,9,116,1025,0%,41512
2026-12-14,Diallo,Awa,awa.diallo375@example.sn,Clavier,Thies,VIP,8,1168,976,5%,76615
2026-08-03,Dramé,Fatou,fatou.dramé703@example.sn,Smartphone,Ziguinchor,Standard,8,629,165,5%,51329
2026-10-06,Diop,Omar,omar.diop156@example.sn,Clavier,Ziguinchor,Standard,12,290,574,0%,29285
2026-01-28,Gaye,Awa,awa.gaye743@example.sn,Smartphone,Saint-Louis,Premium,18,1090,343,5%,46529
2026-08-23,Ba,Ibrahima,ibrahima.ba803@example.sn,Tablette,Saint-Louis,Standard,2,798,108,0%,52935
2026-11-09,Diallo,Khadija,khadija.diallo136@example.sn,Casque,Dakar,Standard,3,464,379,0%,84512
2026-01-26,Sow,Amadou,amadou.sow317@example.sn,Imprimante,Saint-Louis,Standard,11,270,112,0%,3864
2026-02-23,Ndiaye,Seydou,seydou.ndiaye724@example.sn,Casque,Kolda,VIP,13,764,903,5%,10213
2026-01-29,Sow,Awa,awa.sow127@example.sn,Tablette,Thies,Premium,18,750,680,0%,83033
2026-12-19,Gaye,Omar,omar.gaye582@example.sn,Clavier,Dakar,Standard,11,913,514,0%,51604
2026-06-13,Ba,Amadou,amadou.ba240@example.sn,Ecran,Kolda,Standard,14,1113,359,0%,69334
2026-09-27,Diallo,Penda,penda.diallo460@example.sn,Laptop,Ziguinchor,Premium,4,1204,909,5%,56627
2026-11-30,Dramé,Ibrahima,ibrahima.dramé509@example.sn,Clavier,Matam,Standard,4,739,669,0%,26159
2026-02-04,Ndiaye,Ibrahima,ibrahima.ndiaye671@example.sn,Imprimante,Kaolack,Standard,10,1202,474,0%,79682
2026-10-13,Fall,Penda,penda.fall154@example.sn,Smartphone,Matam,Standard,2,241,1141,0%,79196
2026-12-14,Diallo,Ibrahima,ibrahima.diallo916@example.sn,Souris,Ziguinchor,Standard,18,474,43,0%,40986
2026-09-30,Diallo,Amadou,amadou.diallo632@example.sn,Imprimante,Louga,Premium,11,505,538,0%,44571
2026-07-27,Gaye,Amadou,amadou.gaye688@example.sn,Laptop,Louga,Premium,5,860,578,0%,50061
2026-08-26,Diallo,Fatou,fatou.diallo710@example.sn,Tablette,Louga,Standard,17,1298,1102,5%,80235
2026-04-03,Ba,Moussa,moussa.ba996@example.sn,Casque,Thies,Standard,2,1248,791,0%,81669
2026-06-22,Diop,Omar,omar.diop58@example.sn,Casque,Tambacounda,Premium,3,1389,44,5%,46327
2026-03-20,Ba,Awa,awa.ba116@example.sn,Ecran,Tambacounda,Standard,7,1250,546,5%,7485
2026-04-20,Fall,Fatou,fatou.fall102@example.sn,Clavier,Kolda,Standard,2,1166,1035,0%,81948
2026-08-05,Diop,Moussa,moussa.diop645@example.sn,Casque,Fatick,Standard,2,1344,772,0%,45302
2026-12-24,Diallo,Amadou,amadou.diallo838@example.sn,Imprimante,Saint-Louis,Standard,8,942,1034,0%,14586
2026-04-16,Diallo,Khadija,khadija.diallo149@example.sn,Clavier,Thies,Standard,16,655,926,0%,39932
2026-02-16,Ndiaye,Fatou,fatou.ndiaye918@example.sn,Ecran,Kaolack,Premium,3,483,332,10%,3980
2026-06-30,Diallo,Mariama,mariama.diallo323@example.sn,Ecran,Matam,Premium,6,797,319,5%,64076
2026-03-05,Cisse,Ibrahima,ibrahima.cisse20@example.sn,Smartphone,Kolda,Standard,19,1197,1029,0%,5470
2026-09-03,Fall,Ibrahima,ibrahima.fall457@example.sn,Smartphone,Tambacounda,Standard,13,774,1046,0%,8080
2026-09-01,Traore,Amadou,amadou.traore936@example.sn,Tablette,Thies,Standard,4,718,165,0%,32367
2026-11-16,Dramé,Moussa,moussa.dramé404@example.sn,Souris,Louga,Standard,17,974,267,0%,63253
2026-03-28,Ndiaye,Seydou,seydou.ndiaye514@example.sn,Smartphone,Matam,Premium,9,129,116,10%,53841
2026-08-05,Sow,Omar,omar.sow387@example.sn,Clavier,Saint-Louis,Standard,3,420,257,0%,5764
2026-01-07,Diop,Fatou,fatou.diop370@example.sn,Casque,Kolda,Standard,1,1168,1002,0%,76240
2026-10-05,Traore,Penda,penda.traore692@example.sn,Smartphone,Kaolack,Standard,1,1262,834,0%,80197
2026-12-03,Dramé,Mariama,mariama.dramé557@example.sn,Smartphone,Ziguinchor,Standard,17,914,459,5%,40568
2026-07-29,Diallo,Mariama,mariama.diallo651@example.sn,Clavier,Fatick,Premium,13,171,792,0%,46004
2026-06-18,Ba,Awa,awa.ba864@example.sn,Ecran,Ziguinchor,Standard,5,883,627,5%,81988
2026-11-26,Cisse,Mariama,mariama.cisse582@example.sn,Smartphone,Kaolack,Standard,19,1117,520,10%,66974
2026-05-18,Diop,Ibrahima,ibrahima.diop941@example.sn,Casque,Kaolack,Standard,10,309,66,0%,21165
2026-11-02,Diop,Omar,omar.diop855@example.sn,Souris,Ziguinchor,Premium,9,856,229,0%,53686
2026-08-18,Diop,Amadou,amadou.diop570@example.sn,Casque,Saint-Louis,VIP,6,1261,72,0%,75630
2026-11-04,Fall,Mariama,mariama.fall932@example.sn,Ecran,Kolda,Premium,17,866,783,0%,10509
2026-06-10,Diop,Penda,penda.diop405@example.sn,Souris,Thies,Standard,7,310,515,0%,21244
2026-01-01,Ndiaye,Fatou,fatou.ndiaye195@example.sn,Casque,Fatick,Standard,16,606,687,0%,37202
2026-08-24,Dramé,Moussa,moussa.dramé230@example.sn,Imprimante,Kaolack,Standard,19,1133,793,0%,68241
2026-07-07,Ba,Omar,omar.ba527@example.sn,Imprimante,Matam,Standard,5,1337,331,0%,25020
2026-01-04,Ndiaye,Awa,awa.ndiaye309@example.sn,Ecran,Fatick,Standard,18,597,744,0%,76355
2026-05-12,Ndiaye,Mariama,mariama.ndiaye184@example.sn,Casque,Matam,VIP,7,986,363,0%,55923
2026-08-06,Cisse,Ibrahima,ibrahima.cisse800@example.sn,Laptop,Kaolack,Premium,5,1083,883,0%,1529
2026-09-17,Ba,Seydou,seydou.ba380@example.sn,Ecran,Thies,Standard,8,853,266,0%,68540
2026-01-01,Cisse,Khadija,khadija.cisse979@example.sn,Casque,Fatick,Standard,9,152,724,0%,69797
2026-03-12,Diop,Moussa,moussa.diop875@example.sn,Ecran,Kolda,Standard,4,959,364,0%,15656
2026-06-27,Diop,Penda,penda.diop518@example.sn,Ecran,Louga,Standard,3,893,802,0%,30182
2026-07-08,Ndiaye,Fatou,fatou.ndiaye885@example.sn,Laptop,Fatick,Premium,12,1184,142,0%,61965
2026-10-18,Ndiaye,Awa,awa.ndiaye213@example.sn,Casque,Louga,VIP,9,834,418,0%,29971
2026-01-08,Diop,Amadou,amadou.diop617@example.sn,Ecran,Thies,Standard,10,582,918,10%,25166
2026-09-10,Gaye,Khadija,khadija.gaye291@example.sn,Ecran,Kolda,Standard,11,550,719,5%,62539
2026-10-19,Dramé,Fatou,fatou.dramé656@example.sn,Casque,Ziguinchor,Standard,16,1278,703,0%,3363
2026-09-01,Fall,Omar,omar.fall425@example.sn,Clavier,Saint-Louis,Standard,11,146,338,10%,7548
2026-05-03,Traore,Seydou,seydou.traore42@example.sn,Souris,Kaolack,Standard,8,871,1074,0%,74659
2026-10-26,Diallo,Amadou,amadou.diallo91@example.sn,Casque,Kaolack,Premium,14,446,1021,0%,5956
2026-10-10,Sow,Fatou,fatou.sow492@example.sn,Smartphone,Kolda,Standard,2,611,1043,0%,806
2026-02-01,Ba,Fatou,fatou.ba157@example.sn,Casque,Ziguinchor,Standard,4,545,501,5%,64909
2026-11-30,Cisse,Seydou,seydou.cisse616@example.sn,Imprimante,Thies,Standard,15,1437,832,0%,56189
2026-05-26,Ba,Khadija,khadija.ba974@example.sn,Tablette,Louga,Premium,18,306,790,10%,48135
2026-06-05,Diop,Fatou,fatou.diop957@example.sn,Imprimante,Fatick,Standard,11,254,43,0%,53703
2026-01-16,Traore,Amadou,amadou.traore504@example.sn,Clavier,Matam,Premium,19,1415,644,0%,75699
2026-12-21,Sow,Moussa,moussa.sow179@example.sn,Clavier,Ziguinchor,Standard,18,548,251,0%,65970
2026-02-16,Ndiaye,Fatou,fatou.ndiaye732@example.sn,Casque,Matam,Standard,9,241,718,0%,66892
2026-09-08,Ndiaye,Fatou,fatou.ndiaye906@example.sn,Tablette,Matam,Premium,5,1197,1056,5%,17680
2026-07-06,Cisse,Fatou,fatou.cisse712@example.sn,Ecran,Kaolack,Standard,10,1199,1172,0%,63896
2026-01-31,Dramé,Ibrahima,ibrahima.dramé16@example.sn,Souris,Fatick,VIP,17,242,133,0%,25148
2026-09-17,Diallo,Amadou,amadou.diallo389@example.sn,Casque,Kolda,Standard,13,287,761,0%,76716
2026-01-17,Dramé,Awa,awa.dramé835@example.sn,Smartphone,Tambacounda,Standard,4,1321,694,0%,69387
2026-02-08,Traore,Fatou,fatou.traore863@example.sn,Ecran,Kaolack,Standard,14,274,912,0%,57896
2026-10-31,Dramé,Omar,omar.dramé443@example.sn,Clavier,Kolda,VIP,8,1262,781,0%,32193
2026-02-08,Cisse,Seydou,seydou.cisse43@example.sn,Ecran,Kaolack,Premium,15,822,1080,5%,5242
2026-05-12,Sow,Seydou,seydou.sow572@example.sn,Clavier,Dakar,Standard,3,1295,187,5%,75190
2026-01-30,Sow,Ibrahima,ibrahima.sow641@example.sn,Souris,Kaolack,Standard,17,1014,728,0%,32050
2026-06-07,Sow,Penda,penda.sow147@example.sn,Tablette,Thies,Standard,15,668,619,0%,63695
2026-10-05,Ndiaye,Omar,omar.ndiaye376@example.sn,Laptop,Louga,Standard,1,1163,330,0%,42654
2026-07-22,Gaye,Omar,omar.gaye115@example.sn,Souris,Matam,Standard,5,1476,474,0%,44499
2026-03-07,Traore,Amadou,amadou.traore803@example.sn,Tablette,Louga,Standard,8,106,296,0%,4558
2026-04-18,Diallo,Khadija,khadija.diallo41@example.sn,Imprimante,Kolda,Standard,9,569,107,0%,38797
2026-09-25,Traore,Moussa,moussa.traore645@example.sn,Ecran,Louga,Premium,2,1475,652,0%,33081
2026-08-10,Traore,Amadou,amadou.traore691@example.sn,Smartphone,Fatick,Standard,5,922,257,0%,72584
2026-10-19,Dramé,Fatou,fatou.dramé996@example.sn,Tablette,Ziguinchor,Premium,4,444,1077,0%,28240
2026-01-18,Fall,Ibrahima,ibrahima.fall967@example.sn,Souris,Matam,Standard,12,1007,574,5%,11005
2026-03-31,Traore,Seydou,seydou.traore533@example.sn,Laptop,Thies,Standard,19,207,435,0%,41938
2026-06-30,Cisse,Awa,awa.cisse177@example.sn,Ecran,Thies,Standard,2,176,1064,5%,37334
2026-09-12,Fall,Ibrahima,ibrahima.fall864@example.sn,Smartphone,Matam,Standard,16,1033,1168,5%,71019
2026-09-10,Gaye,Penda,penda.gaye87@example.sn,Smartphone,Louga,Standard,2,286,832,0%,47021
2026-09-14,Cisse,Mariama,mariama.cisse555@example.sn,Imprimante,Thies,Standard,10,382,1118,10%,24862
2026-12-12,Traore,Fatou,fatou.traore218@example.sn,Laptop,Louga,Standard,10,1109,1119,0%,31610
2026-03-28,Ba,Ibrahima,ibrahima.ba847@example.sn,Imprimante,Matam,VIP,17,674,459,0%,14113
2026-03-31,Ndiaye,Amadou,amadou.ndiaye420@example.sn,Casque,Louga,Standard,12,1228,674,0%,57514
2026-08-25,Dramé,Penda,penda.dramé17@example.sn,Tablette,Kolda,Premium,7,959,708,0%,38947
2026-03-11,Diop,Khadija,khadija.diop746@example.sn,Souris,Louga,Standard,9,167,108,0%,3419
2026-02-13,Diallo,Amadou,amadou.diallo236@example.sn,Smartphone,Saint-Louis,VIP,14,1395,1010,0%,10510
2026-07-19,Diallo,Penda,penda.diallo184@example.sn,Souris,Kolda,VIP,18,1340,762,0%,24813
2026-06-01,Cisse,Amadou,amadou.cisse90@example.sn,Tablette,Tambacounda,Premium,10,1435,434,5%,38760
2026-03-27,Diallo,Seydou,seydou.diallo803@example.sn,Ecran,Ziguinchor,Standard,16,534,529,0%,79826
2026-01-19,Fall,Amadou,amadou.fall66@example.sn,Laptop,Louga,Standard,1,865,446,0%,13930
2026-04-11,Sow,Moussa,moussa.sow144@example.sn,Imprimante,Kaolack,Standard,9,1303,564,5%,39585
2026-04-05,Ba,Fatou,fatou.ba247@example.sn,Clavier,Saint-Louis,Standard,13,470,101,0%,24375
2026-09-11,Diop,Awa,awa.diop481@example.sn,Laptop,Tambacounda,Standard,16,1470,195,0%,78884
2026-12-23,Diallo,Fatou,fatou.diallo226@example.sn,Tablette,Ziguinchor,Standard,16,859,460,0%,4305
2026-01-30,Diallo,Awa,awa.diallo748@example.sn,Smartphone,Saint-Louis,VIP,2,460,798,5%,34741
2026-09-06,Cisse,Awa,awa.cisse35@example.sn,Ecran,Thies,Standard,9,371,839,0%,19119
2026-02-02,Traore,Awa,awa.traore196@example.sn,Tablette,Louga,Standard,13,352,353,0%,44779
2026-08-17,Ndiaye,Moussa,moussa.ndiaye891@example.sn,Ecran,Matam,Standard,8,893,745,0%,2437
2026-01-12,Dramé,Seydou,seydou.dramé639@example.sn,Clavier,Saint-Louis,Standard,11,573,397,0%,26506
2026-04-28,Dramé,Mariama,mariama.dramé718@example.sn,Smartphone,Louga,Standard,17,500,214,5%,80949
2026-12-16,Dramé,Ibrahima,ibrahima.dramé125@example.sn,Ecran,Kolda,Standard,11,587,209,5%,23575
2026-06-04,Dramé,Fatou,fatou.dramé824@example.sn,Clavier,Dakar,Premium,11,460,932,5%,57082
2026-09-03,Gaye,Amadou,amadou.gaye623@example.sn,Ecran,Saint-Louis,VIP,16,158,981,0%,8452
2026-11-28,Diop,Penda,penda.diop901@example.sn,Casque,Thies,Standard,7,1236,995,10%,68849
2026-09-04,Traore,Ibrahima,ibrahima.traore172@example.sn,Souris,Matam,VIP,1,1086,112,5%,79690
2026-01-29,Ndiaye,Awa,awa.ndiaye423@example.sn,Laptop,Kolda,Premium,15,1200,780,0%,54503
2026-06-10,Ndiaye,Awa,awa.ndiaye187@example.sn,Casque,Tambacounda,Standard,18,807,147,0%,57035
2026-08-23,Cisse,Seydou,seydou.cisse994@example.sn,Tablette,Louga,Standard,14,873,679,5%,3603
2026-07-09,Ba,Omar,omar.ba289@example.sn,Imprimante,Saint-Louis,Premium,13,502,905,0%,78400
2026-04-27,Diallo,Omar,omar.diallo807@example.sn,Casque,Tambacounda,Standard,2,220,705,10%,51231
2026-09-28,Diallo,Ibrahima,ibrahima.diallo221@example.sn,Laptop,Matam,Premium,11,1282,672,0%,4495
2026-09-15,Traore,Moussa,moussa.traore63@example.sn,Smartphone,Tambacounda,Standard,19,811,1125,0%,53223
2026-06-29,Gaye,Amadou,amadou.gaye76@example.sn,Souris,Fatick,Standard,6,388,362,0%,7176
2026-06-21,Fall,Fatou,fatou.fall553@example.sn,Clavier,Thies,Standard,17,108,426,0%,23124
2026-10-01,Sow,Mariama,mariama.sow772@example.sn,Ecran,Fatick,Premium,1,556,1015,5%,76256
2026-09-16,Traore,Khadija,khadija.traore529@example.sn,Imprimante,Dakar,Standard,5,1341,653,0%,29681
2026-05-15,Fall,Khadija,khadija.fall508@example.sn,Smartphone,Matam,Premium,1,529,672,0%,65149
2026-06-20,Sow,Mariama,mariama.sow955@example.sn,Souris,Ziguinchor,Standard,13,718,1068,0%,66100
2026-07-29,Ndiaye,Moussa,moussa.ndiaye440@example.sn,Casque,Kolda,VIP,1,994,1198,0%,9916
2026-08-24,Gaye,Khadija,khadija.gaye736@example.sn,Tablette,Saint-Louis,Standard,12,1073,808,5%,45787
2026-07-05,Traore,Mariama,mariama.traore55@example.sn,Casque,Fatick,Premium,9,497,867,0%,4971
2026-12-30,Dramé,Fatou,fatou.dramé601@example.sn,Laptop,Matam,Premium,13,932,864,0%,39570
2026-04-05,Ndiaye,Awa,awa.ndiaye44@example.sn,Laptop,Dakar,Standard,10,1207,637,0%,69977
2026-01-11,Fall,Khadija,khadija.fall198@example.sn,Tablette,Louga,Standard,16,262,780,0%,76809
2026-03-09,Traore,Amadou,amadou.traore98@example.sn,Souris,Thies,Standard,6,148,570,0%,56728
2026-07-29,Traore,Amadou,amadou.traore344@example.sn,Smartphone,Matam,Standard,8,1344,174,0%,14523
2026-07-15,Cisse,Amadou,amadou.cisse956@example.sn,Ecran,Louga,Standard,7,707,1020,5%,15232
2026-04-08,Diop,Awa,awa.diop968@example.sn,Ecran,Saint-Louis,Premium,13,1122,704,0%,83634
2026-04-03,Ndiaye,Seydou,seydou.ndiaye145@example.sn,Laptop,Kaolack,Standard,17,224,1050,0%,12271
2026-01-22,Traore,Awa,awa.traore555@example.sn,Laptop,Fatick,Standard,12,950,1140,5%,64859
2026-06-21,Diallo,Awa,awa.diallo802@example.sn,Tablette,Kolda,Standard,11,854,333,0%,45049
2026-05-14,Diallo,Awa,awa.diallo122@example.sn,Smartphone,Tambacounda,Standard,6,538,1046,0%,8413
2026-01-25,Diop,Ibrahima,ibrahima.diop181@example.sn,Imprimante,Thies,Standard,15,1079,990,0%,68163
2026-07-04,Traore,Omar,omar.traore348@example.sn,Imprimante,Kolda,Standard,5,603,658,0%,48309
2026-03-26,Dramé,Fatou,fatou.dramé564@example.sn,Casque,Louga,Premium,16,1380,618,0%,39842
2026-02-24,Diop,Ibrahima,ibrahima.diop903@example.sn,Clavier,Thies,Standard,11,577,403,0%,618
2026-09-08,Diop,Amadou,amadou.diop955@example.sn,Tablette,Matam,Standard,10,777,1151,0%,81454
2026-05-24,Fall,Moussa,moussa.fall534@example.sn,Smartphone,Kaolack,Standard,8,122,640,5%,84035
2026-12-17,Fall,Seydou,seydou.fall183@example.sn,Clavier,Matam,Standard,5,116,113,0%,54012
2026-06-16,Ba,Omar,omar.ba646@example.sn,Ecran,Fatick,Standard,10,642,195,0%,61439
2026-08-12,Ndiaye,Mariama,mariama.ndiaye341@example.sn,Tablette,Fatick,Premium,10,76,187,0%,82770
2026-08-08,Sow,Moussa,moussa.sow216@example.sn,Casque,Fatick,Standard,1,1499,528,5%,37206
2026-06-28,Diop,Moussa,moussa.diop352@example.sn,Casque,Thies,Standard,13,625,1150,0%,25847
2026-04-29,Fall,Moussa,moussa.fall958@example.sn,Smartphone,Matam,Standard,18,483,339,0%,2369
2026-09-22,Gaye,Seydou,seydou.gaye968@example.sn,Smartphone,Thies,Standard,5,1464,312,5%,17385
2026-05-30,Ba,Penda,penda.ba113@example.sn,Casque,Saint-Louis,Standard,16,1402,641,5%,23562
2026-08-03,Traore,Khadija,khadija.traore651@example.sn,Casque,Tambacounda,Standard,6,105,1099,0%,83054
2026-07-16,Ndiaye,Mariama,mariama.ndiaye49@example.sn,Tablette,Fatick,Standard,10,316,414,0%,49749
2026-02-11,Traore,Khadija,khadija.traore32@example.sn,Souris,Fatick,Standard,7,1466,531,0%,4220
2026-02-22,Ba,Khadija,khadija.ba261@example.sn,Ecran,Fatick,Premium,16,818,342,5%,16848
2026-11-26,Cisse,Awa,awa.cisse964@example.sn,Souris,Kaolack,Standard,1,1252,355,0%,61719
2026-09-08,Diallo,Omar,omar.diallo846@example.sn,Smartphone,Ziguinchor,Standard,7,598,983,5%,7397
2026-10-22,Ndiaye,Mariama,mariama.ndiaye299@example.sn,Clavier,Fatick,Premium,12,150,545,0%,24931
2026-09-28,Diallo,Amadou,amadou.diallo211@example.sn,Casque,Matam,Standard,15,694,1063,0%,27605
2026-05-03,Gaye,Amadou,amadou.gaye164@example.sn,Clavier,Saint-Louis,Standard,2,1277,804,0%,58828
2026-12-05,Traore,Mariama,mariama.traore576@example.sn,Smartphone,Louga,Standard,18,1350,1016,0%,73817
2026-09-23,Cisse,Ibrahima,ibrahima.cisse115@example.sn,Ecran,Kolda,Premium,4,517,342,5%,43090
2026-12-14,Gaye,Omar,omar.gaye269@example.sn,Smartphone,Tambacounda,Standard,13,72,931,0%,17012
2026-01-29,Sow,Penda,penda.sow973@example.sn,Laptop,Ziguinchor,Standard,9,746,449,0%,73616
2026-02-04,Traore,Omar,omar.traore209@example.sn,Casque,Kaolack,Standard,4,376,120,10%,16870
2026-01-06,Ba,Awa,awa.ba847@example.sn,Ecran,Kolda,Standard,9,626,1066,0%,7175
2026-04-21,Cisse,Amadou,amadou.cisse226@example.sn,Souris,Kaolack,Premium,1,970,1128,10%,11773
2026-10-21,Ndiaye,Fatou,fatou.ndiaye420@example.sn,Souris,Saint-Louis,Premium,8,708,1063,10%,26617
2026-03-18,Cisse,Amadou,amadou.cisse568@example.sn,Imprimante,Fatick,Standard,1,586,479,0%,63295
2026-12-15,Traore,Ibrahima,ibrahima.traore891@example.sn,Smartphone,Ziguinchor,Standard,16,429,693,5%,24944
2026-05-27,Fall,Penda,penda.fall126@example.sn,Smartphone,Dakar,Premium,15,899,384,0%,20729
2026-03-08,Gaye,Omar,omar.gaye895@example.sn,Casque,Matam,Standard,15,175,959,0%,67097
2026-01-08,Cisse,Moussa,moussa.cisse433@example.sn,Laptop,Dakar,Premium,5,491,463,5%,4623
2026-05-02,Diallo,Amadou,amadou.diallo221@example.sn,Laptop,Kolda,Standard,19,878,670,0%,9839
2026-12-06,Gaye,Awa,awa.gaye164@example.sn,Laptop,Dakar,Standard,11,93,440,0%,44091
2026-06-24,Diallo,Mariama,mariama.diallo272@example.sn,Laptop,Kaolack,Standard,19,710,36,0%,45600
2026-06-28,Cisse,Awa,awa.cisse516@example.sn,Ecran,Tambacounda,Standard,3,1432,1154,5%,30646
2026-03-26,Fall,Moussa,moussa.fall160@example.sn,Tablette,Kaolack,Standard,4,248,529,0%,9104
2026-02-14,Gaye,Mariama,mariama.gaye221@example.sn,Casque,Kolda,VIP,16,702,259,10%,41859
2026-05-16,Ba,Seydou,seydou.ba201@example.sn,Casque,Dakar,Standard,12,357,317,0%,32450
2026-12-09,Gaye,Mariama,mariama.gaye890@example.sn,Casque,Tambacounda,Standard,7,1430,686,0%,2112
2026-01-16,Ndiaye,Awa,awa.ndiaye764@example.sn,Ecran,Kolda,Standard,1,1162,303,0%,84242
2026-11-29,Cisse,Fatou,fatou.cisse107@example.sn,Souris,Kaolack,Standard,11,1247,609,5%,25123
2026-07-14,Sow,Seydou,seydou.sow550@example.sn,Ecran,Fatick,Standard,15,1438,1122,0%,55789
2026-01-09,Traore,Awa,awa.traore710@example.sn,Laptop,Kolda,VIP,19,523,951,0%,41267
2026-11-12,Diop,Awa,awa.diop181@example.sn,Laptop,Fatick,Standard,15,285,1140,0%,36992
2026-11-30,Dramé,Khadija,khadija.dramé380@example.sn,Souris,Thies,Premium,9,274,934,0%,50000
2026-11-29,Sow,Penda,penda.sow718@example.sn,Imprimante,Louga,Standard,13,409,1130,5%,24675
2026-11-23,Diallo,Omar,omar.diallo164@example.sn,Ecran,Louga,Standard,18,473,102,0%,60251
2026-01-15,Ba,Penda,penda.ba149@example.sn,Souris,Saint-Louis,Standard,17,1064,1121,0%,35583
2026-11-23,Ba,Moussa,moussa.ba922@example.sn,Smartphone,Kaolack,Premium,5,1127,247,0%,12685
2026-04-12,Dramé,Awa,awa.dramé814@example.sn,Tablette,Louga,Standard,16,716,275,5%,51884
2026-08-14,Fall,Moussa,moussa.fall811@example.sn,Souris,Louga,Premium,7,384,124,0%,76949
2026-10-05,Ndiaye,Amadou,amadou.ndiaye265@example.sn,Casque,Dakar,Standard,5,948,719,0%,9507
2026-04-23,Traore,Ibrahima,ibrahima.traore685@example.sn,Tablette,Tambacounda,VIP,11,654,848,5%,31989
2026-01-01,Sow,Moussa,moussa.sow655@example.sn,Ecran,Matam,Standard,16,144,31,5%,79626
2026-09-23,Diop,Omar,omar.diop873@example.sn,Souris,Kolda,Standard,13,364,523,0%,8303
